req2_content,req1_content,cos,pos_overlap_ratio,opposite_overlap_count,jaccard,euclidean,levenshtein,jensen_shannon,ngram,bm25,decision
It must integrate with insurance systems for verification and claim processing.,Doctor should be able to manage appointments.,0,0,0,0,1.414,60,1,0,0,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,Doctor should be able to manage appointments.,0.056,0,0,0.053,1.374,64,0.897,0,1.604,No
It should provide financial reporting and analytics for hospital administrators.,Doctor should be able to manage appointments.,0.064,0,0,0.062,1.368,57,0.881,0,1.232,No
Insurance will also be managed through this software.,Doctor should be able to manage appointments.,0.072,0.5,0,0.071,1.362,39,0.867,0,1.033,No
All kinds of payments should be done through online banking.,Doctor should be able to manage appointments.,0.138,0.5,0,0.133,1.313,42,0.763,0,2.464,No
"The system must manage employee records, including personal details, qualifications, and work history.",Doctor should be able to manage appointments.,0.056,0.5,0,0.053,1.374,82,0.897,0,1.604,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",Doctor should be able to manage appointments.,0.119,0,0,0.111,1.327,71,0.795,0,3.207,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",Doctor should be able to manage appointments.,0.061,0,0,0.059,1.37,62,0.887,0,1.345,No
The system should ensure compliance with labor laws and regulations.,Doctor should be able to manage appointments.,0.064,0,0,0.062,1.368,45,0.881,0,1.232,No
Emplyoee management system also needs to be implemented.,Doctor should be able to manage appointments.,0.156,0.333,0,0.154,1.299,43,0.733,0,2.067,No
Recruitment exam should also be managable.,Doctor should be able to manage appointments.,0.184,0.5,0,0.182,1.277,34,0.692,0,1.733,No
Performance evaluation of each staff should be automated.,Doctor should be able to manage appointments.,0.156,0.5,0,0.154,1.299,44,0.733,0,2.067,No
"Staff payment should be managed, and histories should be kept.",Doctor should be able to manage appointments.,0.261,0.25,0,0.154,1.216,43,0.664,0,2.464,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",Doctor should be able to manage appointments.,0.044,0,0,0.036,1.383,136,0.925,0,3.777,No
It must allow users to create custom reports and dashboards for specific analysis needs.,Doctor should be able to manage appointments.,0.054,0,0,0.05,1.375,68,0.902,0,1.752,No
The system should support data visualization tools to aid in decision-making.,Doctor should be able to manage appointments.,0.124,0,0,0.125,1.323,55,0.775,0,2.69,No
It must offer real-time analytics and historical data for trend analysis.,Doctor should be able to manage appointments.,0,0,0,0,1.414,54,1,0,0,No
"The ERP system should track the inventory of medical supplies, drugs, and equipment.",Appointment scheduling should have an eye on the availablity of the doctor.,0.264,0,0,0.143,1.214,67,0.73,0,5.439,No
It must provide alerts for low stock levels and automate the reordering process.,Appointment scheduling should have an eye on the availablity of the doctor.,0.083,0,0,0.043,1.355,63,0.89,0,1.813,No
The system should allow for the categorization and easy retrieval of medical supplies and equipment.,Appointment scheduling should have an eye on the availablity of the doctor.,0.228,0,0,0.136,1.242,77,0.751,0,6.027,No
It must support barcode scanning for efficient tracking and stock management.,Appointment scheduling should have an eye on the availablity of the doctor.,0,0,0,0,1.414,67,1,0,0,No
It should support QR code to track stocks.,Appointment scheduling should have an eye on the availablity of the doctor.,0.05,0,0,0.056,1.378,55,0.899,0,1.405,No
"When the supply stock is low, it must notify.",Appointment scheduling should have an eye on the availablity of the doctor.,0.1,0,0,0.053,1.342,56,0.865,0,1.477,No
Software should monitor the medicine stocks.,Appointment scheduling should have an eye on the availablity of the doctor.,0.2,0,0,0.133,1.265,50,0.719,0,2.551,No
"The system must store and manage electronic health records for patients, including medical history, treatment plans, test results, and medications.",Appointment scheduling should have an eye on the availablity of the doctor.,0.063,0,0,0,1.369,111,1,0,0,No
EHRs should be accessible to authorized healthcare providers for updating and reference.,Appointment scheduling should have an eye on the availablity of the doctor.,0.041,0,0,0.045,1.385,70,0.917,0,1.722,No
"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",Appointment scheduling should have an eye on the availablity of the doctor.,0.037,0,0,0.042,1.387,78,0.923,0,1.909,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,Appointment scheduling should have an eye on the availablity of the doctor.,0.119,0,0,0.04,1.327,71,0.926,0,2.009,No
All the data must be encrypted.,Appointment scheduling should have an eye on the availablity of the doctor.,0.124,0,0,0.062,1.323,58,0.833,0,1.276,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",Appointment scheduling should have an eye on the availablity of the doctor.,0.15,0,0,0.074,1.304,109,0.865,0,4.686,No
It must integrate with insurance systems for verification and claim processing.,Appointment scheduling should have an eye on the availablity of the doctor.,0,0,0,0,1.414,62,1,0,0,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,Appointment scheduling should have an eye on the availablity of the doctor.,0.129,0,0,0.043,1.32,70,0.92,0,1.813,No
It should provide financial reporting and analytics for hospital administrators.,Appointment scheduling should have an eye on the availablity of the doctor.,0.045,0,0,0.05,1.382,64,0.909,0,1.554,No
Insurance will also be managed through this software.,Appointment scheduling should have an eye on the availablity of the doctor.,0,0,0,0,1.414,57,1,0,0,No
All kinds of payments should be done through online banking.,Appointment scheduling should have an eye on the availablity of the doctor.,0.093,0,0,0.105,1.346,54,0.818,0,3.109,No
"The system must manage employee records, including personal details, qualifications, and work history.",Appointment scheduling should have an eye on the availablity of the doctor.,0.083,0,0,0,1.355,76,1,0,0,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",Appointment scheduling should have an eye on the availablity of the doctor.,0.129,0,0,0.091,1.32,72,0.81,0,3.626,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",Appointment scheduling should have an eye on the availablity of the doctor.,0.042,0,0,0.048,1.384,67,0.913,0,1.636,No
The system should ensure compliance with labor laws and regulations.,Appointment scheduling should have an eye on the availablity of the doctor.,0.149,0,0,0.05,1.305,55,0.909,0,1.554,No
Emplyoee management system also needs to be implemented.,Appointment scheduling should have an eye on the availablity of the doctor.,0,0,0,0,1.414,55,1,0,0,No
Recruitment exam should also be managable.,Appointment scheduling should have an eye on the availablity of the doctor.,0.059,0,0,0.062,1.372,49,0.885,0,1.276,No
Performance evaluation of each staff should be automated.,Appointment scheduling should have an eye on the availablity of the doctor.,0.106,0,0,0.118,1.337,58,0.798,0,2.81,No
"Staff payment should be managed, and histories should be kept.",Appointment scheduling should have an eye on the availablity of the doctor.,0.079,0,0,0.056,1.357,52,0.876,0,1.554,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",Appointment scheduling should have an eye on the availablity of the doctor.,0.138,0,0,0.065,1.313,132,0.879,0,5.752,No
It must allow users to create custom reports and dashboards for specific analysis needs.,Appointment scheduling should have an eye on the availablity of the doctor.,0,0,0,0,1.414,73,1,0,0,No
The system should support data visualization tools to aid in decision-making.,Appointment scheduling should have an eye on the availablity of the doctor.,0.135,0,0,0.048,1.315,62,0.913,0,1.636,No
It must offer real-time analytics and historical data for trend analysis.,Appointment scheduling should have an eye on the availablity of the doctor.,0,0,0,0,1.414,60,1,0,0,No
It must provide alerts for low stock levels and automate the reordering process.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.124,0,0,0.083,1.324,68,0.846,0,3.663,No
The system should allow for the categorization and easy retrieval of medical supplies and equipment.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.565,0.5,0,0.421,0.933,50,0.4,0.043,16.108,Yes
It must support barcode scanning for efficient tracking and stock management.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.041,0,0,0.043,1.385,64,0.917,0,1.666,No
It should support QR code to track stocks.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.102,0.5,0,0.105,1.34,64,0.806,0,2.899,No
"When the supply stock is low, it must notify.","The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.096,0,0,0.048,1.344,62,0.908,0,1.517,No
Software should monitor the medicine stocks.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.192,0,0,0.118,1.272,61,0.781,0,2.656,No
"The system must store and manage electronic health records for patients, including medical history, treatment plans, test results, and medications.","The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.208,0.5,0,0.143,1.259,99,0.728,0,10.204,No
EHRs should be accessible to authorized healthcare providers for updating and reference.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.082,0,0,0.087,1.355,65,0.84,0,3.493,No
"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.","The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.075,0,0,0.08,1.36,81,0.852,0,3.841,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.206,0.167,0,0.167,1.26,67,0.714,0,8.054,No
All the data must be encrypted.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.12,0,0,0.056,1.327,67,0.89,0,1.328,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.","The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.186,0.125,0,0.148,1.276,94,0.74,0,9.284,No
It must integrate with insurance systems for verification and claim processing.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.041,0,0,0.043,1.385,68,0.917,0,1.666,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.282,0.333,0,0.238,1.199,54,0.615,0.1,9.156,No
It should provide financial reporting and analytics for hospital administrators.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.09,0,0,0.095,1.349,68,0.825,0,3.179,No
Insurance will also be managed through this software.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0,0,0,0,1.414,68,1,0,0,No
All kinds of payments should be done through online banking.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.09,0,0,0.095,1.349,65,0.825,0,3.179,No
"The system must manage employee records, including personal details, qualifications, and work history.","The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.172,0.143,0,0.13,1.287,70,0.769,0,5.494,No
"It should support the recruitment process, from posting job vacancies to candidate selection.","The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.124,0,0,0.083,1.324,74,0.846,0,3.663,No
"HR functions should include payroll management, leave tracking, and performance evaluations.","The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.085,0,0,0.091,1.352,69,0.833,0,3.332,No
The system should ensure compliance with labor laws and regulations.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.263,0.167,0,0.211,1.214,51,0.651,0,6.358,No
Emplyoee management system also needs to be implemented.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.049,0.167,0,0.05,1.379,63,0.903,0,1.449,No
Recruitment exam should also be managable.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.057,0,0,0.056,1.374,65,0.89,0,1.328,No
Performance evaluation of each staff should be automated.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.102,0,0,0.105,1.34,62,0.806,0,2.899,No
"Staff payment should be managed, and histories should be kept.","The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.119,0,0,0.105,1.327,59,0.795,0,3.179,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.","The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.305,0.3,0,0.25,1.179,110,0.592,0.069,19.628,No
It must allow users to create custom reports and dashboards for specific analysis needs.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.036,0,0,0.038,1.388,72,0.926,0,1.92,No
The system should support data visualization tools to aid in decision-making.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.18,0.167,0,0.143,1.281,56,0.75,0,4.998,No
It must offer real-time analytics and historical data for trend analysis.,"The ERP system should track the inventory of medical supplies, drugs, and equipment.",0.039,0,0,0.043,1.386,64,0.917,0,1.666,No
The system should allow for the categorization and easy retrieval of medical supplies and equipment.,It must provide alerts for low stock levels and automate the reordering process.,0.195,0,0,0.125,1.268,70,0.757,0,6.041,No
It must support barcode scanning for efficient tracking and stock management.,It must provide alerts for low stock levels and automate the reordering process.,0.267,0.2,0,0.263,1.211,59,0.583,0,8.329,No
It should support QR code to track stocks.,It must provide alerts for low stock levels and automate the reordering process.,0.052,0,0,0.05,1.377,57,0.903,0,1.449,No
"When the supply stock is low, it must notify.",It must provide alerts for low stock levels and automate the reordering process.,0.305,1,0,0.158,1.179,59,0.725,0,4.551,Yes
Software should monitor the medicine stocks.,It must provide alerts for low stock levels and automate the reordering process.,0.061,0,0,0.056,1.37,54,0.89,0,1.328,No
"The system must store and manage electronic health records for patients, including medical history, treatment plans, test results, and medications.",It must provide alerts for low stock levels and automate the reordering process.,0.177,0,0,0.103,1.283,105,0.79,0,7.653,No
EHRs should be accessible to authorized healthcare providers for updating and reference.,It must provide alerts for low stock levels and automate the reordering process.,0.088,0,0,0.087,1.351,65,0.84,0,3.493,No
"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",It must provide alerts for low stock levels and automate the reordering process.,0.126,0,0,0.125,1.322,72,0.778,0,5.761,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,It must provide alerts for low stock levels and automate the reordering process.,0.122,0,0,0.077,1.325,72,0.857,0,4.027,No
All the data must be encrypted.,It must provide alerts for low stock levels and automate the reordering process.,0.13,0,0,0.118,1.319,63,0.781,0,2.656,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",It must provide alerts for low stock levels and automate the reordering process.,0.11,0,0,0.069,1.334,101,0.87,0,4.642,No
It must integrate with insurance systems for verification and claim processing.,It must provide alerts for low stock levels and automate the reordering process.,0.203,0,0,0.2,1.263,56,0.666,0,6.663,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,It must provide alerts for low stock levels and automate the reordering process.,0.132,0,0,0.083,1.318,68,0.846,0,3.663,No
It should provide financial reporting and analytics for hospital administrators.,It must provide alerts for low stock levels and automate the reordering process.,0.215,0.5,0,0.211,1.253,57,0.651,0,6.358,No
Insurance will also be managed through this software.,It must provide alerts for low stock levels and automate the reordering process.,0,0,0,0,1.414,59,1,0,0,No
All kinds of payments should be done through online banking.,It must provide alerts for low stock levels and automate the reordering process.,0,0,0,0,1.414,61,1,0,0,No
"The system must manage employee records, including personal details, qualifications, and work history.",It must provide alerts for low stock levels and automate the reordering process.,0.132,0,0,0.083,1.318,78,0.846,0,3.663,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",It must provide alerts for low stock levels and automate the reordering process.,0.132,0.2,0,0.083,1.318,70,0.846,0,3.663,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",It must provide alerts for low stock levels and automate the reordering process.,0.044,0,0,0.043,1.383,70,0.917,0,1.666,No
The system should ensure compliance with labor laws and regulations.,It must provide alerts for low stock levels and automate the reordering process.,0.097,0,0,0.045,1.344,61,0.913,0,1.589,No
Emplyoee management system also needs to be implemented.,It must provide alerts for low stock levels and automate the reordering process.,0,0,0,0,1.414,61,1,0,0,No
Recruitment exam should also be managable.,It must provide alerts for low stock levels and automate the reordering process.,0,0,0,0,1.414,61,1,0,0,No
Performance evaluation of each staff should be automated.,It must provide alerts for low stock levels and automate the reordering process.,0,0,0,0,1.414,59,1,0,0,No
"Staff payment should be managed, and histories should be kept.",It must provide alerts for low stock levels and automate the reordering process.,0.039,0,0,0.05,1.386,59,0.913,0,1.589,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",It must provide alerts for low stock levels and automate the reordering process.,0.101,0,0,0.061,1.341,126,0.884,0,5.608,No
It must allow users to create custom reports and dashboards for specific analysis needs.,It must provide alerts for low stock levels and automate the reordering process.,0.176,0,0,0.174,1.284,56,0.704,0,7.681,No
The system should support data visualization tools to aid in decision-making.,It must provide alerts for low stock levels and automate the reordering process.,0.042,0,0,0,1.384,65,1,0,0,No
It must offer real-time analytics and historical data for trend analysis.,It must provide alerts for low stock levels and automate the reordering process.,0.193,0,0,0.2,1.271,52,0.666,0,6.663,No
It must support barcode scanning for efficient tracking and stock management.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.118,0,0,0.087,1.328,72,0.813,0,3.437,No
It should support QR code to track stocks.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.043,0,0,0.048,1.384,75,0.911,0,1.527,No
"When the supply stock is low, it must notify.",The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.084,0,0,0.045,1.353,78,0.915,0,1.587,No
Software should monitor the medicine stocks.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.167,0,0,0.111,1.291,72,0.799,0,2.843,No
"The system must store and manage electronic health records for patients, including medical history, treatment plans, test results, and medications.",The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.291,0.5,0,0.179,1.191,96,0.655,0,12.426,Yes
EHRs should be accessible to authorized healthcare providers for updating and reference.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.156,0,0,0.13,1.299,69,0.747,0,5.369,No
"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.143,0,0,0.12,1.309,81,0.766,0,5.827,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.224,0.167,0,0.16,1.245,68,0.708,0,8.095,No
All the data must be encrypted.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.105,0,0,0.053,1.338,79,0.899,0,1.421,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.244,0.125,0,0.185,1.23,89,0.674,0.036,11.447,No
It must integrate with insurance systems for verification and claim processing.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.118,0,0,0.087,1.328,74,0.813,0,3.437,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.354,0.5,0,0.286,1.137,67,0.543,0,11.185,No
It should provide financial reporting and analytics for hospital administrators.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.173,0,0,0.143,1.286,70,0.723,0,4.953,No
Insurance will also be managed through this software.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0,0,0,0,1.414,77,1,0,0,No
All kinds of payments should be done through online banking.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.079,0,0,0.091,1.357,79,0.838,0,3.302,No
"The system must manage employee records, including personal details, qualifications, and work history.",The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.195,0.143,0,0.125,1.268,70,0.757,0,5.593,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.108,0,0,0.08,1.336,74,0.857,0,3.728,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.118,0,0,0.087,1.328,75,0.813,0,3.437,No
The system should ensure compliance with labor laws and regulations.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.286,0.2,0,0.2,1.195,59,0.642,0.05,6.604,No
Emplyoee management system also needs to be implemented.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.043,0.2,0,0.048,1.384,75,0.911,0,1.527,No
Recruitment exam should also be managable.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.05,0,0,0.053,1.378,81,0.899,0,1.421,No
Performance evaluation of each staff should be automated.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.09,0,0,0.1,1.349,74,0.821,0,3.055,No
"Staff payment should be managed, and histories should be kept.",The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.147,0,0,0.1,1.306,71,0.777,0,3.302,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.264,0.1,0,0.2,1.213,113,0.654,0,16.185,No
It must allow users to create custom reports and dashboards for specific analysis needs.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.143,0.5,0,0.12,1.309,72,0.766,0,5.827,No
The system should support data visualization tools to aid in decision-making.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.156,0.2,0,0.136,1.299,59,0.768,0.048,5.156,No
It must offer real-time analytics and historical data for trend analysis.,The system should allow for the categorization and easy retrieval of medical supplies and equipment.,0.113,0,0,0.087,1.332,70,0.813,0,3.437,No
It should support QR code to track stocks.,It must support barcode scanning for efficient tracking and stock management.,0.121,0.5,0,0.118,1.326,47,0.788,0,2.711,No
"When the supply stock is low, it must notify.",It must support barcode scanning for efficient tracking and stock management.,0.18,0.25,0,0.111,1.281,59,0.799,0,2.865,No
Software should monitor the medicine stocks.,It must support barcode scanning for efficient tracking and stock management.,0,0,0,0,1.414,56,1,0,0,No
"The system must store and manage electronic health records for patients, including medical history, treatment plans, test results, and medications.",It must support barcode scanning for efficient tracking and stock management.,0.15,0,0,0.111,1.304,106,0.772,0,7.952,No
EHRs should be accessible to authorized healthcare providers for updating and reference.,It must support barcode scanning for efficient tracking and stock management.,0.096,0,0,0.095,1.344,69,0.826,0,3.389,No
"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",It must support barcode scanning for efficient tracking and stock management.,0.194,0.333,0,0.19,1.269,71,0.679,0,7.581,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,It must support barcode scanning for efficient tracking and stock management.,0.085,0,0,0.083,1.352,74,0.845,0,4.009,No
All the data must be encrypted.,It must support barcode scanning for efficient tracking and stock management.,0.067,0,0,0.062,1.366,64,0.879,0,1.217,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",It must support barcode scanning for efficient tracking and stock management.,0.078,0,0,0.074,1.358,101,0.86,0,4.74,No
It must integrate with insurance systems for verification and claim processing.,It must support barcode scanning for efficient tracking and stock management.,0.224,0,0,0.222,1.245,54,0.636,0,6.408,Yes
The ERP system should facilitate electronic payments and allow for multiple payment methods.,It must support barcode scanning for efficient tracking and stock management.,0.092,0,0,0.091,1.347,70,0.833,0,3.584,No
It should provide financial reporting and analytics for hospital administrators.,It must support barcode scanning for efficient tracking and stock management.,0.169,0,0,0.167,1.289,62,0.714,0,4.544,No
Insurance will also be managed through this software.,It must support barcode scanning for efficient tracking and stock management.,0,0,0,0,1.414,58,1,0,0,No
All kinds of payments should be done through online banking.,It must support barcode scanning for efficient tracking and stock management.,0,0,0,0,1.414,60,1,0,0,No
"The system must manage employee records, including personal details, qualifications, and work history.",It must support barcode scanning for efficient tracking and stock management.,0.092,0,0,0.091,1.347,72,0.833,0,3.584,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",It must support barcode scanning for efficient tracking and stock management.,0.092,0.333,0,0.091,1.347,62,0.833,0,3.584,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",It must support barcode scanning for efficient tracking and stock management.,0.16,0.286,0,0.048,1.296,60,0.909,0,1.602,No
The system should ensure compliance with labor laws and regulations.,It must support barcode scanning for efficient tracking and stock management.,0.051,0,0,0.05,1.378,60,0.905,0,1.515,No
Emplyoee management system also needs to be implemented.,It must support barcode scanning for efficient tracking and stock management.,0.057,0.25,0,0,1.373,59,1,0,0,No
Recruitment exam should also be managable.,It must support barcode scanning for efficient tracking and stock management.,0,0,0,0,1.414,60,1,0,0,No
Performance evaluation of each staff should be automated.,It must support barcode scanning for efficient tracking and stock management.,0,0,0,0,1.414,59,1,0,0,No
"Staff payment should be managed, and histories should be kept.",It must support barcode scanning for efficient tracking and stock management.,0.042,0,0,0.056,1.384,58,0.905,0,1.515,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",It must support barcode scanning for efficient tracking and stock management.,0.072,0,0,0.065,1.363,124,0.875,0,5.933,No
It must allow users to create custom reports and dashboards for specific analysis needs.,It must support barcode scanning for efficient tracking and stock management.,0.194,0,0,0.19,1.269,63,0.679,0,7.581,No
The system should support data visualization tools to aid in decision-making.,It must support barcode scanning for efficient tracking and stock management.,0.046,0.5,0,0.048,1.381,59,0.909,0,1.602,No
It must offer real-time analytics and historical data for trend analysis.,It must support barcode scanning for efficient tracking and stock management.,0.213,0,0,0.222,1.255,54,0.636,0,6.408,No
"When the supply stock is low, it must notify.",It should support QR code to track stocks.,0.063,0,0,0,1.369,34,1,0,0,No
Software should monitor the medicine stocks.,It should support QR code to track stocks.,0.171,0.333,0,0.167,1.288,27,0.713,0,1.967,No
"The system must store and manage electronic health records for patients, including medical history, treatment plans, test results, and medications.",It should support QR code to track stocks.,0,0,0,0,1.414,121,1,0,0,No
EHRs should be accessible to authorized healthcare providers for updating and reference.,It should support QR code to track stocks.,0.115,0,0,0.111,1.33,64,0.798,0,3.12,No
"It should support standardized coding systems (e.g., SNOMED CT, ICD-10) for diagnoses and procedures.",It should support QR code to track stocks.,0.168,0.333,0,0.158,1.29,69,0.721,0.059,5.457,No
The system must ensure data integrity and security of EHRs to comply with healthcare regulations.,It should support QR code to track stocks.,0.049,0,0,0.045,1.379,74,0.911,0,1.965,No
All the data must be encrypted.,It should support QR code to track stocks.,0,0,0,0,1.414,33,1,0,0,No
"The system should generate accurate bills for patients, including detailed information on services provided, medications, and associated costs.",It should support QR code to track stocks.,0.044,0,0,0.04,1.383,113,0.92,0,2.484,No
It must integrate with insurance systems for verification and claim processing.,It should support QR code to track stocks.,0.057,0,0,0.056,1.373,59,0.894,0,1.445,No
The ERP system should facilitate electronic payments and allow for multiple payment methods.,It should support QR code to track stocks.,0.052,0,0,0.05,1.377,69,0.903,0,1.685,No
It should provide financial reporting and analytics for hospital administrators.,It should support QR code to track stocks.,0.127,0,0,0.125,1.321,55,0.777,0,2.675,No
Insurance will also be managed through this software.,It should support QR code to track stocks.,0,0,0,0,1.414,40,1,0,0,No
All kinds of payments should be done through online banking.,It should support QR code to track stocks.,0.06,0,0,0.059,1.371,45,0.889,0,1.338,No
"The system must manage employee records, including personal details, qualifications, and work history.",It should support QR code to track stocks.,0,0,0,0,1.414,81,1,0,0,No
"It should support the recruitment process, from posting job vacancies to candidate selection.",It should support QR code to track stocks.,0.248,0.333,0,0.235,1.226,59,0.613,0.062,6.738,No
"HR functions should include payroll management, leave tracking, and performance evaluations.",It should support QR code to track stocks.,0.057,0,0,0.056,1.373,66,0.894,0,1.445,No
The system should ensure compliance with labor laws and regulations.,It should support QR code to track stocks.,0.06,0,0,0.059,1.371,47,0.889,0,1.338,No
Emplyoee management system also needs to be implemented.,It should support QR code to track stocks.,0.067,0,0,0.067,1.366,45,0.875,0,1.147,No
Recruitment exam should also be managable.,It should support QR code to track stocks.,0.079,0,0,0.077,1.357,38,0.856,0,0.984,No
Performance evaluation of each staff should be automated.,It should support QR code to track stocks.,0.067,0,0,0.067,1.366,46,0.875,0,1.147,No
"Staff payment should be managed, and histories should be kept.",It should support QR code to track stocks.,0.107,0,0,0.067,1.337,44,0.844,0,1.338,No
"The ERP system should offer a range of predefined reports for different hospital functions, including patient demographics, financial performance, and inventory status.",It should support QR code to track stocks.,0.041,0,0,0.034,1.385,137,0.929,0,3.45,No
It must allow users to create custom reports and dashboards for specific analysis needs.,It should support QR code to track stocks.,0.106,0,0,0.1,1.337,64,0.814,0,3.638,No
The system should support data visualization tools to aid in decision-making.,It should support QR code to track stocks.,0.183,0.5,0,0.188,1.278,48,0.682,0,4.334,No
It must offer real-time analytics and historical data for trend analysis.,It should support QR code to track stocks.,0.054,0,0,0.056,1.375,54,0.894,0,1.445,No
Software should monitor the medicine stocks.,"When the supply stock is low, it must notify.",0.074,0,0,0.071,1.361,35,0.865,0,1.076,No
"The system must store and manage electronic health records for patients, including medical history, treatment plans, test results, and medications.","When the supply stock is low, it must notify.",0.078,0,0,0.037,1.358,118,0.928,0,2.807,No
