req2_content,req1_content,cos,pos_overlap_ratio,opposite_overlap_count,decision,jaccard,euclidean,levenshtein,jensen_shannon,ngram,bm25
"The System must be able to perform a simple search within 5-8 seconds and a
advanced search (multiple search criteria) within 10-15 seconds regardless of the
storage capacity or number of cases in the system. In this context, performing a
search means returning a result list. It does not include retrieving the records
themselves.","The System must provide End User and Administrator functions which are easy to
use and intuitive throughout.",0.153,0.059,0,No,0.093,1.301,258,0.838,0.015,44.837
"The System must be able to retrieve and display within 5-8 seconds the case which
has been accessed within the previous 2 months, regardless of storage capacity or
number of cases in the system. This requirement is intended to allow for rapid
retrieval of frequently-used cases, on the understanding that frequency of use is
typically correlated with recent use.","The System must provide End User and Administrator functions which are easy to
use and intuitive throughout.",0.223,0.062,0,No,0.119,1.246,286,0.774,0.014,79.683
"The System must be able to retrieve and display within 20 seconds the case which
has not been accessed within the previous 2 months, regardless of storage capacity
or number of cases in the system. This requirement is intended to allow for cases
where cases used infrequently are stored on slower media than more active
records.","The System must provide End User and Administrator functions which are easy to
use and intuitive throughout.",0.214,0.077,0,No,0.121,1.254,255,0.767,0.015,68.835
"The System be scaleable and must not have any features which would preclude use
in small or large police stations, with varying numbers of cases handled.","The System must provide End User and Administrator functions which are easy to
use and intuitive throughout.",0.194,0.143,0,No,0.167,1.27,109,0.702,0.0,18.199
"Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.034,0.125,0,No,0.041,1.39,184,0.927,0.0,4.885
"Where the System employs a graphical user interface, it must allow users to
customise it. Customisation should include, but need not be limited to the following
changes:
· menu contents;
· layout of screens;
· use of function keys;
· on-screen colours, fonts and font sizes;","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.125,0.286,0,No,0.092,1.323,201,0.79,0.0,22.68
The user interfaces should be designed to make them user-intuitive.,"The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.153,0.0,0,No,0.079,1.301,190,0.853,0.0,6.229
The user interfaces of the system should comply with Standard ISO 9241.,"The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.151,0.0,0,No,0.075,1.303,195,0.862,0.0,6.383
"ICT accessibility: ISO 9241-20 shall be the standard for guidance on ICT
accessibility. Application user interfaces to meet its requirements and
recommendations. Software accessibility ISO 9241-171 shall be the standard for
guidance on software accessibility. User interfaces should meet its requirements
and recommendations. Content accessibility WCAG 1.0 shall be the standard used
for guidance on content accessibility. The application logo to be available on all
pages as a link to the home page.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.085,0.0,0,No,0.072,1.353,396,0.889,0.0,30.42
"Providing text equivalents for non-text media objects: All non-text media objects,
such as graphical images or video, should be provided with alternative equivalent
textual descriptions and/or with equivalent text-based functionality.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.032,0.0,0,No,0.056,1.392,195,0.908,0.0,8.557
"Making navigation self-descriptive: Navigation should be designed to help users
understand where they are, where they have been and where they can go next.
General guidance on achieving self-descriptiveness is given in ISO 9241-110.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.046,0.0,0,No,0.034,1.382,198,0.924,0.0,6.12
"Showing users where they are: Each presentation segment (page or window)
should provide the user with a clear and sufficient indication of where he or she is
in the navigation structure and of the current segment position with respect to the
overall structure.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.097,0.0,0,No,0.048,1.344,206,0.913,0.0,10.757
"Offering alternative access paths: Alternative access paths for navigating to a
specific unit of content should be offered to support different navigation
strategies.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.029,0.0,1,No,0.04,1.393,187,0.93,0.0,5.053
"Minimizing navigation effort: The number of navigation steps needed to reach a
certain piece of content should be minimized as long as different mental models,
navigation strategies and tasks of the user are taken into account.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.084,0.0,1,No,0.069,1.353,191,0.877,0.0,12.679
"Splash screens should be avoided unless they provide useful content or feedback
about the application state to the user. If a splash screen is used, a navigation
option to skip it should be offered.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.079,0.0,0,No,0.017,1.357,189,0.96,0.0,3.06
"Avoiding opening unnecessary windows: Additional windows such as new browser
windows or pop-up windows should only be opened if this supports the user’s
task. Opening new windows can distract, confuse or impede users for a variety of
reasons. They can superimpose the primary window, hiding relevant information.
They could make it cognitively more difficult to understand the navigation
structure with negative effects on both usability and accessibility. They also require
additional user actions for closing unwanted windows.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.081,0.0,0,No,0.043,1.356,419,0.917,0.0,26.149
"Vertical scrolling should be minimized. This may be done by placing important
information at the top and providing links to information that is further down the
page. Horizontal scrolling should be avoided wherever possible.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.048,0.0,0,No,0.017,1.38,195,0.96,0.0,3.06
"Designing for input device independence: User interfaces should be designed to
allow activation of controls by a variety of input devices. The ability to choose
between different input devices for activating controls such as links, fields and
buttons is important both for users who prefer a certain input mode, mobile users
and users with disabilities. In general, device independence can be achieved if the
functionality is operable via a keyboard.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.082,0.091,1,No,0.062,1.355,350,0.887,0.0,28.836
"Making user interfaces robust: User interfaces should be designed to be as robust
as possible in the face of changing technology. This encompasses being able to
present content containing newer technologies by older user agents as well as
designing content to be usable with future technologies.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.116,0.0,0,No,0.047,1.329,225,0.894,0.0,11.34
"Acceptable opening / download times: Application pages should be designed and
implemented so that there are acceptable opening times and download times for
the expected range of technical contexts of use (e.g. bandwidth between the
application and the user). This is particularly important for frequently accessed
pages or pages that are important for user navigation and exploration, such as the
home page.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.104,0.048,0,No,0.056,1.338,317,0.9,0.0,20.026
"Minimizing user errors: Potential user errors as well as the effort needed to
recover from errors should be minimized.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.152,0.0,0,No,0.093,1.302,184,0.824,0.0,9.453
"Providing clear error messages: The content of error messages shown on the pages
or special error pages should clearly state the reason why the error occurred and, if
possible, actions the user can take to resolve the error. Users expect error messages
to be in the same language as the user interface.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.115,0.2,0,No,0.078,1.331,223,0.874,0.0,21.001
"Using appropriate formats, units of measurement or currency: When designing
user interfaces for use by diverse groups, input and output of information
elements such as currency, units of measurement, temperatures, date and time,
phone numbers, address or postal codes should be designed so that they are
usable.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.063,0.043,0,No,0.058,1.369,235,0.902,0.0,15.388
"Making text resizable by the user: Text should be able to be resized by the user,
using functions provided by the user agent or other appropriate means i.e. see ISO
9241-171.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.123,0.0,1,No,0.036,1.325,181,0.939,0.0,5.805
"Text quality: The quality of textual content with respect to spelling and grammar
should be sufficient so as not to impede readability.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.048,0.0,0,No,0.061,1.38,180,0.893,0.0,7.452
"Writing style: The reading and understanding of the textual content on the screen
should be supported by suitable means, including the use of short sentences, the
division of the text into shorter chunks or the presentation of content items in the
form of bullet points.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.075,0.0,0,No,0.032,1.36,210,0.95,0.0,7.428
"Supporting text skimming: Fast skimming of text should be supported by the
provision of clear links, bulleted lists, highlighted keywords, logical headings, and
short phrases and sentences.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.027,0.0,0,No,0.019,1.395,188,0.968,0.0,2.707
"Readability of text: Text presented on the pages should be readable taking into
account the expected display characteristics and spatial arrangement. ISO 9241-303
shall be consulted for screen text legibility requirements.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.051,0.0,0,No,0.034,1.378,192,0.939,0.0,5.805
"Distinguishable within-page links: Within-page links should be clearly
distinguishable from other links that lead to a different page. EX. Within-page
links are shown with dashed rather than solid underlines","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.02,0.0,2,No,0.036,1.4,191,0.937,0.0,5.605
"Avoiding link overload: Text pages containing large proportions of links should
be formatted so that the presence of links does not impede the readability of the
text.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.051,0.0,0,No,0.019,1.377,181,0.968,0.0,2.707
"Using familiar terminology for navigation links: Navigation links — particularly
links representing the main navigation structure — should be labelled with terms
that are familiar to the user, based on his/her general knowledge, prior experience
in the application domain or experience of using other systems.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.072,0.0,1,No,0.03,1.362,233,0.95,0.0,7.428
"Using descriptive link labels: The target or purpose of a link should be directly
indicated by its label, avoiding generic labels such as “go” or “click here” except
where the purpose of the link is clear from its context on the page or the labels
have commonly understood semantics in the particular application domain. Using
appropriate terminology specific to the user’s tasks and information needs is
important for making the content easy to understand.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.12,0.037,0,No,0.073,1.326,356,0.886,0.0,37.164
"Marking links opening new windows: Links that open new browser windows or
pop-up windows should be clearly marked.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.015,0.0,0,No,0.022,1.404,191,0.961,0.0,2.325
"Distinguishing navigation links from controls: Navigation links should be clearly
distinguishable from controls activating some action. Typical action types in user
interfaces include manipulating application data, performing searches,
communication actions, such as opening a new e-mail window or starting a chat
function, and Hpresentation-related actions, such as sorting a list of search results.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.095,0.111,0,No,0.055,1.345,311,0.889,0.0,17.098
"Providing printable document versions: If a document is either too long, dispersed
over several pages or in a specific layout that is not suitable for online reading, a
printer-friendly version of the document should be provided that prints the
content in a form acceptable to the user (e.g. in the expected layout, paper format,
or orientation).","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.076,0.062,0,No,0.042,1.36,258,0.933,0.0,13.517
"Use of “white space”: “White space” on a page i.e. space filled only with the
background color should be used in such a way that it does not impair the visual
skimming of the page. While white space is an important means of visually
organizing the different content elements on a page, if the distance between the
blocks of information displayed becomes too large, rapid skimming of the page
can be impeded.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.053,0.0,1,No,0.012,1.376,319,0.981,0.0,5.976
"Selecting appropriate page lengths The length of a page should be selected so as to
support the primary purpose and use of the page. Short pages are generally more
appropriate for homepages, navigation pages, or overview pages that need to be
read quickly. Longer pages can be more appropriate when users want to read the
content without interruptions or when the page needs to match a paper
counterpart.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.056,0.0,0,No,0.053,1.374,309,0.92,0.0,22.264
"Using colour: Colour should be used with care, taking into account human
capabilities and restrictions in perceiving colour, and not as the only means of
conveying information. Color should never be the only means of coding. Some
users may have difficulties in perceiving certain colors or color combinations (color-blindness).","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.046,0.0,0,No,0.029,1.381,258,0.942,0.0,7.969
"Using frames with care: If frames are used, care should be taken to avoid possible
problems, for example, those involving the use of the back button, bookmarking
of pages, or scrolling of information. When frames are used, it is important to title
each frame, and to describe its purpose and how frames relate to one another
other.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.033,0.0,1,No,0.027,1.391,251,0.956,0.0,9.171
"Providing alternatives to frame-based presentation: If frames are used, an
alternative way of presenting relevant information without frames should be
provided. Providing alternative text-only pages: When style sheets and/or frames
are turned off it should be possible for the user to read and understand the page;
alternatively, the user should be provided with an equivalent alternative text-only
page.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.089,0.0,0,No,0.043,1.35,308,0.909,0.0,14.0
"Consistent page layout: Pages should be designed using consistent layout schemes,
supporting the user in finding similar information at the same position on different
pages. Overall layout schemes apply to all pages and are preferable when all pages
have a similar structure. Frequently, however, different pages have different
purposes and types of content. In such cases, pages can usually be grouped in
different categories, using one layout scheme for each category consistently.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.048,0.083,1,No,0.048,1.38,365,0.923,0.0,23.905
"Placing title information consistently: Page titles should be placed in a consistent
location on the different pages.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.041,0.0,1,No,0.021,1.385,178,0.96,0.0,2.289
"Observing principles of human perception When designing application pages, the
general principles of human perception should be taken into account. The
International Standards mentioned below shall be consulted for guidance. Practical
guidelines for presenting information to the user are to be found in ISO 9241-12.
Guidance on selecting and using different forms of interaction techniques is to be
found in ISO 9241-14 to ISO 9241-17. ISO 9241-14 gives guidance about menus,
ISO 9241-15 about command dialogues, ISO 9241-16 about direct manipulation
and ISO 9241-17 about forms. In addition, when designing multimedia
information presentations, the design principles and recommendations described
in ISO 14915-1 to ISO 14915-3 should be taken into account. Appropriate content
presentation also plays a key role in accessibility.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.043,0.0,1,No,0.038,1.384,696,0.929,0.0,62.488
"Linking back to the home page or landmark pages: Each page should contain a
link leading to the home page of the application or to a landmark page that is easy
to recognize for the user.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.08,0.0,0,No,0.038,1.357,180,0.944,0.0,6.339
"Providing a site map: A separate navigation overview such as a site map should be
provided for application showing the structure of the site in an overview form.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.069,0.0,0,No,0.059,1.364,179,0.904,0.0,8.262
"Consistency between navigation components and content: If navigation
components (or overviews) are shown in conjunction with associated content,
consistency between the navigation component and the content shown should be
maintained by indicating in the navigation component (e.g. highlighting) the topic
currently visible in the content area.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.049,0.059,0,No,0.016,1.379,262,0.975,0.0,3.78
"Placing navigation components consistently: Navigation components should be
placed consistently on the pages or in the framesets in the pages of the application.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.065,0.0,0,No,0.021,1.367,174,0.965,0.0,2.526
"Individualization and user adaptation : Adapting the content and the navigation of
a user interface to individual users or user groups can be a useful mechanism for
providing information that is of interest to the users and for making access to
relevant information more efficient. User adaptation can also be important for
making the user interface more accessible. Different approaches can be used for
achieving these goals, like providing users with means for customizing the user
interface to their personal needs i.e. individualization designing content and
navigation differently for varying user groups or roles i.e. such as employees of
different levels, citizens etc, monitoring the user’s behaviour and adapting to the
user’s goals that are inferred from the behaviour observed, recommending
information that is potentially more relevant or interesting to the specific user,
based on the behaviour of all users or a user group.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.171,0.0,1,No,0.037,1.288,785,0.904,0.0,126.751
"Taking account of the users’ tasks and information needs: When providing
different access paths or navigation structures for different user groups, the tasks
and information needs of these user groups should be taken into consideration.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.107,0.0,1,No,0.054,1.336,195,0.904,0.0,9.343
"Making individualization and adaptation evident: It should be made evident to the
user when individualization and/or adaptation are used.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.063,0.0,0,No,0.043,1.369,180,0.924,0.0,4.726
"Making user profiles evident: If predefined user profiles or user-specified profiles
are used for individualizing or adapting content, the profile currently used should
be made evident. If profiles are used, it is important to provide users with
information about this concept and its implications.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.087,0.0,0,No,0.047,1.351,231,0.914,0.0,10.948
"Allowing users to see and change profiles: If user-specified profiles are used, users
should be able to see, modify and delete that profile on demand.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.041,0.0,0,No,0.019,1.385,178,0.966,0.0,2.614
"The user interfaces of the system should follow the guidelines specified under
www.usability.gov","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.147,0.0,0,No,0.075,1.306,182,0.867,0.0,6.47
"The System must be available to users:
· from <xx:00> to <xx:00>;
· on <all weekdays/xxx days per year>.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.065,0.062,0,No,0.116,1.367,183,0.753,0.023,11.816
"The planned downtime for the System must not exceed <xx> hours per <rolling
three month period>. The System is considered to be down if any user is unable to perform any normal
System function and if this failure is attributed to any component of the System
other than the workstation.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.119,0.056,1,No,0.079,1.327,210,0.85,0.0,20.276
"Unplanned downtime for the System must not exceed <xx hours/minutes> per
<rolling three month period>.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.085,0.062,0,No,0.07,1.352,187,0.874,0.0,6.659
"The number of incidents of unplanned downtime for the System must not exceed
<x> per <rolling three month period>.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.093,0.062,0,No,0.089,1.347,184,0.848,0.0,9.453
"In the event of any software or hardware failure, it must be possible to restore the
System (with inline synchronization) within no more than <xx> hours.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.064,0.062,0,No,0.037,1.369,181,0.934,0.0,5.32
"The System must provide adequate response times for commonly performed
functions under both standard and peak conditions","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.083,0.062,0,No,0.091,1.355,174,0.841,0.023,9.155
"The System must be able to perform a simple search within 5-8 seconds and a
advanced search (multiple search criteria) within 10-15 seconds regardless of the
storage capacity or number of cases in the system. In this context, performing a
search means returning a result list. It does not include retrieving the records
themselves.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.085,0.125,0,No,0.057,1.353,241,0.909,0.012,17.401
"The System must be able to retrieve and display within 5-8 seconds the case which
has been accessed within the previous 2 months, regardless of storage capacity or
number of cases in the system. This requirement is intended to allow for rapid
retrieval of frequently-used cases, on the understanding that frequency of use is
typically correlated with recent use.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.096,0.167,0,No,0.08,1.344,262,0.87,0.012,28.496
"The System must be able to retrieve and display within 20 seconds the case which
has not been accessed within the previous 2 months, regardless of storage capacity
or number of cases in the system. This requirement is intended to allow for cases
where cases used infrequently are stored on slower media than more active
records.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.108,0.2,0,No,0.096,1.335,236,0.844,0.012,31.539
"The System be scaleable and must not have any features which would preclude use
in small or large police stations, with varying numbers of cases handled.","The System must allow persistent defaults for data entry where desirable. These
defaults should include:
· user-definable values;
· values same as previous item;
· values derived from context, e.g. date, file reference, user identifier;",0.048,0.062,0,No,0.056,1.38,166,0.901,0.0,7.98
"Where the System employs a graphical user interface, it must allow users to
customise it. Customisation should include, but need not be limited to the following
changes:
· menu contents;
· layout of screens;
· use of function keys;
· on-screen colours, fonts and font sizes;","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.103,0.143,0,No,0.091,1.339,212,0.821,0.0,25.716
The user interfaces should be designed to make them user-intuitive.,"Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.099,0.5,0,No,0.071,1.342,101,0.835,0.0,3.604
The user interfaces of the system should comply with Standard ISO 9241.,"Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.095,0.0,0,No,0.067,1.346,107,0.876,0.0,3.803
"ICT accessibility: ISO 9241-20 shall be the standard for guidance on ICT
accessibility. Application user interfaces to meet its requirements and
recommendations. Software accessibility ISO 9241-171 shall be the standard for
guidance on software accessibility. User interfaces should meet its requirements
and recommendations. Content accessibility WCAG 1.0 shall be the standard used
for guidance on content accessibility. The application logo to be available on all
pages as a link to the home page.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.065,0.143,0,No,0.033,1.368,414,0.905,0.0,25.755
"Providing text equivalents for non-text media objects: All non-text media objects,
such as graphical images or video, should be provided with alternative equivalent
textual descriptions and/or with equivalent text-based functionality.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.061,0.25,0,No,0.045,1.37,176,0.891,0.0,6.419
"Making navigation self-descriptive: Navigation should be designed to help users
understand where they are, where they have been and where they can go next.
General guidance on achieving self-descriptiveness is given in ISO 9241-110.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.12,0.167,0,No,0.087,1.327,167,0.813,0.0,14.432
"Showing users where they are: Each presentation segment (page or window)
should provide the user with a clear and sufficient indication of where he or she is
in the navigation structure and of the current segment position with respect to the
overall structure.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.07,0.0,0,No,0.08,1.364,194,0.841,0.0,18.809
"Offering alternative access paths: Alternative access paths for navigating to a
specific unit of content should be offered to support different navigation
strategies.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.064,0.2,0,No,0.079,1.368,132,0.847,0.0,7.842
"Minimizing navigation effort: The number of navigation steps needed to reach a
certain piece of content should be minimized as long as different mental models,
navigation strategies and tasks of the user are taken into account.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.103,0.143,0,No,0.085,1.339,174,0.819,0.0,15.303
"Splash screens should be avoided unless they provide useful content or feedback
about the application state to the user. If a splash screen is used, a navigation
option to skip it should be offered.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.091,0.125,0,No,0.065,1.348,150,0.836,0.0,10.824
"Avoiding opening unnecessary windows: Additional windows such as new browser
windows or pop-up windows should only be opened if this supports the user’s
task. Opening new windows can distract, confuse or impede users for a variety of
reasons. They can superimpose the primary window, hiding relevant information.
They could make it cognitively more difficult to understand the navigation
structure with negative effects on both usability and accessibility. They also require
additional user actions for closing unwanted windows.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.096,0.083,0,No,0.062,1.345,442,0.869,0.0,76.483
"Vertical scrolling should be minimized. This may be done by placing important
information at the top and providing links to information that is further down the
page. Horizontal scrolling should be avoided wherever possible.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.122,0.111,0,No,0.043,1.325,174,0.871,0.0,7.216
"Designing for input device independence: User interfaces should be designed to
allow activation of controls by a variety of input devices. The ability to choose
between different input devices for activating controls such as links, fields and
buttons is important both for users who prefer a certain input mode, mobile users
and users with disabilities. In general, device independence can be achieved if the
functionality is operable via a keyboard.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.104,0.182,0,No,0.088,1.338,367,0.798,0.0,68.56
"Making user interfaces robust: User interfaces should be designed to be as robust
as possible in the face of changing technology. This encompasses being able to
present content containing newer technologies by older user agents as well as
designing content to be usable with future technologies.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.12,0.167,0,No,0.077,1.327,224,0.828,0.0,20.573
"Acceptable opening / download times: Application pages should be designed and
implemented so that there are acceptable opening times and download times for
the expected range of technical contexts of use (e.g. bandwidth between the
application and the user). This is particularly important for frequently accessed
pages or pages that are important for user navigation and exploration, such as the
home page.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.102,0.222,0,No,0.102,1.34,323,0.811,0.0,51.294
"Minimizing user errors: Potential user errors as well as the effort needed to
recover from errors should be minimized.","Frequently-executed System transactions must be designed so that they can be
completed with a small number of interactions (e.g. mouse clicks).",0.042,0.2,0,No,0.029,1.384,110,0.931,0.0,2.324
